,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
4922,LG AC Smart Diagnosis,LIFESTYLE,3.4,-0.15208145732321257,6100000.0,100000.0,Free,0.0,Everyone,Lifestyle,"March 21, 2017",1.1.4,4.0 and up
4923,AC Remote for Midea - NOW FREE,TOOLS,4.0,-0.15203888331991036,26000000.0,100000.0,Free,0.0,Everyone,Tools,"July 30, 2018",6.1.7,4.2 and up
4924,Ac remote control,TOOLS,3.7,-0.15181462026026207,5000000.0,50000.0,Free,0.0,Everyone,Tools,"February 27, 2017",1.1,2.3 and up
4925,A/C REFRIGERANT CAPACITY,BUSINESS,1.7,-0.15225715004106535,2100000.0,10000.0,Free,0.0,Everyone,Business,"October 28, 2014",1.0,4.1 and up
4926,Remote Control For All AC - Universal Remote,PRODUCTIVITY,2.4,-0.15220798006542055,6100000.0,10000.0,Free,0.0,Everyone,Productivity,"July 28, 2018",1.1,4.0.3 and up
4927,All Type Ac Repair & Services,LIFESTYLE,4.3,-0.1522805357611891,2200000.0,10000.0,Free,0.0,Everyone,Lifestyle,"December 26, 2017",0.8,4.1 and up
4928,AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,-0.13834144729973571,14000000.0,1000000.0,Free,0.0,Everyone 10+,News & Magazines,"May 24, 2018",3.1.12,4.1 and up
4929,AC Remote Control Simulator,FAMILY,3.3,-0.1520958485355964,2300000.0,100000.0,Free,0.0,Everyone,Entertainment,"December 4, 2017",1.0,4.0.3 and up
4930,"Mi Remote controller - for TV, STB, AC and more",TOOLS,4.1,-0.0837453849523697,28000000.0,10000000.0,Free,0.0,Everyone,Tools,"August 1, 2018",5.7.1,4.2 and up
4931,AcDisplay,PERSONALIZATION,4.1,-0.11244805841810099,3000000.0,1000000.0,Free,0.0,Everyone,Personalization,"July 30, 2015",3.8.4,4.1 and up
4932,AC Mobile Control,HOUSE_AND_HOME,3.4,-0.15143805020288478,9700000.0,100000.0,Free,0.0,Everyone,House & Home,"November 5, 2013",2.4,2.2 and up
4933,AC Remote For LG,TOOLS,3.0,-0.15152919454798247,3400000.0,100000.0,Free,0.0,Everyone,Tools,"February 20, 2018",1.0,4.0 and up
4934,Universal AC Remote Control Simulator,FAMILY,3.0,-0.1522361628563389,3900000.0,50000.0,Free,0.0,Everyone,Entertainment,"December 22, 2017",1.0,4.0 and up
4935,Hi-Smart AC,TOOLS,2.2,-0.15228833100123035,9400000.0,1000.0,Free,0.0,Everyone,Tools,"April 3, 2018",1.1.0,4.4 and up
4936,AC Remote for Sharp - NOW FREE,TOOLS,3.7,-0.15210844084643227,26000000.0,50000.0,Free,0.0,Everyone,Tools,"July 30, 2018",6.1.7,4.2 and up
4937,AC Remote for Samsung - NOW FREE,TOOLS,3.7,-0.15196812652568978,27000000.0,100000.0,Free,0.0,Everyone,Tools,"July 30, 2018",6.1.7,4.2 and up
4939,AC Remote for Carrier - NOW FREE,TOOLS,3.7,-0.15220977896696852,26000000.0,10000.0,Free,0.0,Everyone,Tools,"July 30, 2018",6.1.7,4.2 and up
4940,"AC & TV, DVD, Set Top Box - Remote control IR",TOOLS,3.6,-0.15012964914365345,3200000.0,1000000.0,Free,0.0,Everyone,Tools,"November 13, 2017",11;11.26,4.0.3 and up
4941,ac remote control,TOOLS,3.7,-0.14660260284191257,7000000.0,500000.0,Free,0.0,Everyone,Tools,"July 11, 2018",acremotecontrol-v7,4.0.3 and up
4943,Ad Detect Plugin - Handy Tool,PRODUCTIVITY,3.8,-0.14924518921589627,1400000.0,500000.0,Free,0.0,Everyone,Productivity,"December 28, 2015",1.6.3,2.3 and up
4944,AppBrain Ad Detector,TOOLS,3.7,-0.14677829555976535,1700000.0,1000000.0,Free,0.0,Everyone,Tools,"April 12, 2018",2.2.1,4.1 and up
4947,AdClear Ad blocker for Samsung,TOOLS,4.2,-0.15135649999937634,1500000.0,500000.0,Free,0.0,Everyone,Tools,"September 7, 2017",1.0.5,5.0 and up
4948,Adblock Browser for Android,COMMUNICATION,4.1,-0.07968406489087852,39000000.0,10000000.0,Free,0.0,Everyone,Communication,"July 11, 2018",1.4.0,4.1 and up
4949,"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,1.2059135186843901,6100000.0,50000000.0,Free,0.0,Everyone,Communication,"July 31, 2018",5.22.18.0006,4.0 and up
4950,Adguard Content Blocker,TOOLS,4.1,-0.14361822517381254,4300000.0,1000000.0,Free,0.0,Everyone,Tools,"February 26, 2018",2.1.2,Varies with device
4953,Ad Detector,TOOLS,3.8,-0.1521827954437488,730000.0,50000.0,Free,0.0,Everyone,Tools,"July 28, 2014",1.0,2.3 and up
4954,Adblock Plus for Samsung Internet - Browse safe.,COMMUNICATION,4.0,-0.14704933005966112,2100000.0,1000000.0,Free,0.0,Everyone,Communication,"April 5, 2018",1.1.4,5.0 and up
4956,Safe Notes - Secure Ad-free notepad,PRODUCTIVITY,4.6,-0.15029155028297173,756000.0,50000.0,Free,0.0,Everyone,Productivity,"November 21, 2017",1.7,4.0 and up
4957,Adblock Fast,PRODUCTIVITY,4.1,-0.1463627493021818,3200000.0,1000000.0,Free,0.0,Everyone,Productivity,"May 17, 2017",1.4.0,5.0 and up
4959,2000 AD Comics and Judge Dredd,COMICS,3.7,-0.15188477742063333,20000000.0,50000.0,Free,0.0,Teen,Comics,"July 19, 2018",1.3.0,4.0.3 and up
4960,Anti Adware,TOOLS,3.9,-0.1410637849756799,3600000.0,1000000.0,Free,0.0,Everyone,Tools,"June 19, 2018",3.6,4.1 and up
4961,Ad Blocker Turbo - Adblocker Browser,COMMUNICATION,3.9,-0.15224335846253081,44000000.0,10000.0,Free,0.0,Everyone,Communication,"January 29, 2018",1.0.5,4.1 and up
4965,Google AdSense,PRODUCTIVITY,4.3,-0.12072060700341507,2900000.0,1000000.0,Free,0.0,Everyone,Productivity,"December 13, 2017",3.3,4.0 and up
4966,Ad-free Triangle Solver,FAMILY,4.5,-0.15223676249018822,24000000.0,10000.0,Free,0.0,Everyone,Education,"August 20, 2015",6.3.1,4.2 and up
4967,Ez Screen Recorder (no ad),VIDEO_PLAYERS,4.7,-0.14709310333066197,14000000.0,100000.0,Free,0.0,Everyone,Video Players & Editors,"June 3, 2018",2.1.4,5.0 and up
4968,Best Applock - Locker & No Ads,PRODUCTIVITY,4.7,-0.145908226844392,6900000.0,100000.0,Free,0.0,Everyone,Productivity,"June 23, 2018",2.1.1,4.1 and up
4969,Local Services ads by Google,BUSINESS,4.1,-0.1523033218474635,12000000.0,1000.0,Free,0.0,Everyone,Business,"July 17, 2018",3.3.270,4.0 and up
4970,Ad Block REMOVER - NEED ROOT,TOOLS,3.3,-0.15170848506893123,91000.0,100000.0,Free,0.0,Everyone,Tools,"December 17, 2013",3.2,2.2 and up
4972,Photo Compress 2.0 - Ad Free,TOOLS,4.1,-0.14854961395067706,1700000.0,1000000.0,Free,0.0,Everyone,Tools,"May 7, 2016",2.1,3.2 and up
4975,Solitaire: Decked Out Ad Free,GAME,4.9,-0.12993997743681635,35000000.0,500000.0,Free,0.0,Everyone,Card,"May 8, 2017",1.3.3,4.1 and up
4976,"WeatherClear - Ad-free Weather, Minute forecast",WEATHER,4.5,-0.1503575100063977,3800000.0,50000.0,Free,0.0,Everyone,Weather,"June 25, 2017",1.2.6,4.1 and up
4978,"Digital Clock : Simple, Tiny, Ad-free Desk Clock.",LIFESTYLE,4.4,-0.1521174353541722,74000.0,50000.0,Free,0.0,Everyone,Lifestyle,"December 21, 2016",3.0,2.3 and up
4979,Google Ads,BUSINESS,4.3,-0.13471965884980117,20000000.0,5000000.0,Free,0.0,Everyone,Business,"July 30, 2018",1.12.0,4.0.3 and up
4981,Emo Ads Blocker Browser,TOOLS,3.4,-0.15137508864870547,4099999.9999999995,100000.0,Free,0.0,Everyone,Tools,"September 17, 2015",1.4,3.0 and up
4982,Bing Ads,BUSINESS,4.1,-0.1512113886078392,13000000.0,100000.0,Free,0.0,Everyone,Business,"July 20, 2018",2.13.2,4.1 and up
4984,Apps Ads Detector,TOOLS,3.5,-0.15211863462187084,8300000.000000001,100000.0,Free,0.0,Everyone,Tools,"February 19, 2018",25,4.0.3 and up
4985,TIMBER AD FILTER - Very useful ad block app,PRODUCTIVITY,3.8,-0.15150221102476277,9000000.0,100000.0,Free,0.0,Everyone,Productivity,"March 12, 2018",1.0.26,5.0 and up
4986,Alchemy Classic Ad Free,FAMILY,4.6,-0.14020810747269039,9000000.0,100000.0,Free,0.0,Everyone,Puzzle,"May 26, 2014",1.7.3,1.6 and up
4990,"AE + Aerie: Jeans, Dresses, Swimsuits & Bralettes",SHOPPING,4.2,-0.14002941658559095,28000000.0,1000000.0,Free,0.0,Everyone,Shopping,"July 17, 2018",5.6.0,4.4 and up
4991,A&E - Watch Full Episodes of TV Shows,FAMILY,4.0,-0.1344935968886049,19000000.0,1000000.0,Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up
4992,Adobe Premiere Clip,VIDEO_PLAYERS,3.9,-0.12862498040524242,59000000.0,5000000.0,Free,0.0,Everyone,Video Players & Editors,"June 26, 2018",1.1.4.1296,4.4 and up
4993,Shortcuts for After Effects,FAMILY,3.7,-0.15202928917832112,1900000.0,50000.0,Free,0.0,Everyone,Education,"August 9, 2014",1.0,2.3 and up
4994,AE Sudoku,FAMILY,4.3,-0.15100571419752007,12000000.0,100000.0,Free,0.0,Everyone,Puzzle,"July 29, 2015",1.1.0,2.2 and up
4995,ESS Mobile for AE,PRODUCTIVITY,1.9,-0.15226974235190122,1800000.0,5000.0,Free,0.0,Everyone,Productivity,"September 27, 2016",2.0.1027,3.0 and up
4996,AE Jewels 2: Island Adventures,GAME,4.2,-0.15191655801464765,30000000.0,10000.0,Free,0.0,Everyone,Action,"February 24, 2016",1.0,2.3 and up
5000,AE Jewels,GAME,4.2,-0.15173187078905498,18000000.0,50000.0,Free,0.0,Everyone,Action,"August 20, 2015",1.0.5,3.0 and up
5002,AE Coin Mania : Arcade Fun,GAME,4.3,-0.1343173045369028,29000000.0,1000000.0,Free,0.0,Teen,Casino,"February 8, 2018",2.3.5,4.0.3 and up
5003,AE Roundy POP,FAMILY,4.4,-0.14915224596925059,26000000.0,100000.0,Free,0.0,Everyone,Casual,"March 23, 2016",1.1.2,2.3 and up
5004,Mupen64+AE FREE (N64 Emulator),GAME,4.0,-0.1272674093703663,12000000.0,1000000.0,Free,0.0,Everyone,Arcade,"January 19, 2014",2.4.4,2.0 and up
5006,AE Lucky Fishing,GAME,4.3,-0.14134801142026085,17000000.0,1000000.0,Free,0.0,Teen,Arcade,"March 14, 2016",2.0.2,2.3 and up
5007,AE Video Poker,GAME,4.0,-0.1518751832790441,18000000.0,50000.0,Free,0.0,Teen,Casino,"December 31, 2015",1.3.2,2.3 and up
5008,AE Solitaire,GAME,4.3,-0.15124256956800422,26000000.0,50000.0,Free,0.0,Everyone,Card,"January 4, 2018",2.3.4,4.0.3 and up
5010,AE Blackjack,GAME,4.0,-0.15145783811991256,17000000.0,100000.0,Free,0.0,Teen,Card,"November 27, 2015",1.3.1,2.3 and up
5011,AE Gun Ball: arcade ball games,GAME,3.7,-0.14716206122333458,12000000.0,1000000.0,Free,0.0,Everyone,Arcade,"December 13, 2013",1.0.2,2.2 and up
5012,AE Order,TOOLS,4.1,-0.1522961262412716,317000.0,1000.0,Free,0.0,Everyone,Tools,"November 12, 2013",2.0.131112,2.3 and up
5013,TV.AE,FAMILY,3.9,-0.15224215919483217,7500000.0,10000.0,Free,0.0,Everyone,Entertainment,"September 21, 2017",1.0.4,4.4 and up
5015,AE Garage,AUTO_AND_VEHICLES,4.4,-0.1522691427180519,66000000.0,1000.0,Free,0.0,Everyone,Auto & Vehicles,"June 27, 2017",1.0,4.1 and up
5016,AE Bulletins,BOOKS_AND_REFERENCE,4.5,-0.15229912441051824,30000000.0,1000.0,Free,0.0,Everyone,Books & Reference,"July 18, 2018",2.2.5,4.0.3 and up
5017,AE GTO Racing,GAME,3.9,-0.14811727794531235,35000000.0,100000.0,Free,0.0,Everyone 10+,Racing,"September 24, 2015",Varies with device,Varies with device
5018,AE 3D Moto 3,GAME,3.9,-0.15075566688235076,26000000.0,100000.0,Free,0.0,Everyone 10+,Racing,"December 31, 2014",1.7.1,2.3 and up
5019,AE FreeCell,GAME,4.2,-0.15209285036634979,15000000.0,10000.0,Free,0.0,Everyone,Card,"November 6, 2014",1.1.5,2.3 and up
5020,AE City Jump,GAME,4.5,-0.15182541366954996,27000000.0,10000.0,Free,0.0,Everyone,Action,"July 18, 2018",1.0.4,4.0 and up
5021,AE Angry Chef,GAME,4.1,-0.15198791444271756,39000000.0,10000.0,Free,0.0,Everyone 10+,Action,"January 24, 2014",1.0,2.1 and up
5022,Ae Allah na Dai (Rasa),BOOKS_AND_REFERENCE,4.7,-0.15214981558203583,9100000.0,10000.0,Free,0.0,Everyone,Books & Reference,"January 1, 2015",2.0,2.1 and up
5023,Dashboard AE,AUTO_AND_VEHICLES,4.3,-0.1523075192844088,13000000.0,10.0,Free,0.0,Everyone,Auto & Vehicles,"May 16, 2018",1255162018,6.0 and up
5024,FilmoraGo - Free Video Editor,VIDEO_PLAYERS,4.4,-0.009319431207762727,35000000.0,10000000.0,Free,0.0,Everyone,Video Players & Editors,"June 6, 2018",3.1.4,4.2 and up
5025,Event Manager - AllEvents.in,EVENTS,4.7,-0.15223556322248957,5100000.0,10000.0,Free,0.0,Everyone,Events,"July 25, 2018",2.5,4.0.3 and up
5026,Nasihat - Chalo ae Pyaara,FAMILY,4.7,-0.15197352323033372,6700000.0,10000.0,Free,0.0,Everyone,Education,"October 9, 2015",1.0,2.1 and up
5027,AE Master Moto,GAME,4.0,-0.14158846459384092,37000000.0,1000000.0,Free,0.0,Everyone,Racing,"December 10, 2015",1.8.6,2.3 and up
5028,Brica BPRO5 AE,PHOTOGRAPHY,3.9,-0.14947364971248983,3900000.0,500000.0,Free,0.0,Everyone,Photography,"June 17, 2015",v1.0,3.1 and up
5029,AE Manager,TOOLS,4.2,-0.1523075192844088,4000000.0,100.0,Free,0.0,Everyone,Tools,"June 15, 2015",1.0.0,4.0.3 and up
5030,AE Air Hockey,SPORTS,3.8,-0.15175225833993208,7600000.0,50000.0,Free,0.0,Everyone,Sports,"August 1, 2013",1.0.0,2.2 and up
5032,AE Fishing Hunter,GAME,4.4,-0.15229912441051824,6600000.0,1000.0,Free,0.0,Everyone,Adventure,"March 15, 2016",0.0.3,3.0 and up
5033,ActionDirector Video Editor - Edit Videos Fast,VIDEO_PLAYERS,4.5,-0.10761620886022474,32000000.0,5000000.0,Free,0.0,Everyone,Video Players & Editors,"June 15, 2018",2.12.0,4.3 and up
5034,Ivanti AE Agent,BUSINESS,4.25,-0.15230691965055948,2900000.0,1000.0,Free,0.0,Everyone,Business,"May 10, 2018",11.0.0,4.0.3 and up
5035,AE Checkout Plugin,SHOPPING,3.8,-0.1521827954437488,78000.0,10000.0,Free,0.0,Everyone,Shopping,"February 11, 2015",1.3.1,2.3 and up
5037,AfterFocus,PHOTOGRAPHY,4.2,-0.053233616163219116,15000000.0,10000000.0,Free,0.0,Everyone,Photography,"July 8, 2016",2.1.0,4.0.3 and up
5038,AF Link,NEWS_AND_MAGAZINES,4.7,-0.15218159617605015,18000000.0,10000.0,Free,0.0,Everyone,News & Magazines,"May 31, 2018",v4.29.0.9,4.4 and up
5039,AF Hydro,HEALTH_AND_FITNESS,2.0,-0.15222596908090036,15000000.0,10000.0,Free,0.0,Everyone,Health & Fitness,"May 12, 2018",1.0.5,4.4 and up
5041,AF Comics Reader - Free,COMICS,2.8,-0.15230452111516218,4099999.9999999995,100.0,Free,0.0,Everyone,Comics,"November 10, 2017",1.0,4.1 and up
5042,Camera FV-5 Lite,PHOTOGRAPHY,4.0,-0.07431734193940266,5600000.0,10000000.0,Free,0.0,Everyone,Photography,"November 10, 2017",3.31.4,4.0 and up
5043,Flim Af Somali Hindi Fanproj,FAMILY,3.9,-0.1523003236782169,3500000.0,1000.0,Free,0.0,Everyone,Entertainment,"June 22, 2018",1.0,4.0 and up
5044,"Cardiac diagnosis (heart rate, arrhythmia)",MEDICAL,4.2,-0.1495737885653274,6400000.0,100000.0,Free,0.0,Everyone,Medical,"July 27, 2018",117,3.0 and up
5045,DSLR camera - Auto Focus and Blur Professional,PHOTOGRAPHY,3.4,-0.152289530268929,3000000.0,10000.0,Free,0.0,Everyone,Photography,"April 18, 2018",5.1.2,4.0.3 and up
5046,AF-STROKE (FREE),MEDICAL,4.5,-0.1522517533364214,924000.0,10000.0,Free,0.0,Teen,Medical,"January 25, 2013",1.1,2.1 and up
5047,Hesab.af - Send money in Afghanistan,FINANCE,4.7,-0.15227693795809313,11000000.0,1000.0,Free,0.0,Everyone,Finance,"April 15, 2018",1.4.0,4.1 and up
5048,AppFinder by AppTap,TOOLS,2.0,-0.15097573250505372,4900000.0,5000000.0,Free,0.0,Everyone,Tools,"October 3, 2017",1.8.2.7,5.0 and up
5050,Toppen af Danmark,TRAVEL_AND_LOCAL,4.2,-0.15230272221361418,6100000.0,5000.0,Free,0.0,Everyone,Travel & Local,"June 28, 2018",8.3.0,4.4 and up
5052,i-share AF/KLM (AFKL ishare),SOCIAL,4.3,-0.15230632001671016,53000000.0,100.0,Free,0.0,Teen,Social,"July 21, 2018",1.16.5,4.1 and up
5053,Bazar.af,SHOPPING,4.7,-0.15229972404436756,1300000.0,500.0,Free,0.0,Everyone,Shopping,"July 7, 2017",cli-6.5.0,4.0 and up
5054,DSLR Blur Camera Auto Focus,TOOLS,3.3,-0.1522625467457093,4700000.0,10000.0,Free,0.0,Everyone,Tools,"June 7, 2018",1.3,4.0.3 and up
5055,Ariana News AF,NEWS_AND_MAGAZINES,4.1,-0.15229552660742227,3100000.0,5000.0,Free,0.0,Everyone,News & Magazines,"July 10, 2017",1.1,4.0 and up
5056,AF Legendary 2017,BUSINESS,4.25,-0.1523075192844088,11000000.0,50.0,Free,0.0,Teen,Business,"September 30, 2017",v2.7.11.6,4.1 and up
5059,AzadBazar.af,SHOPPING,4.3,-0.15230572038286083,3700000.0,100.0,Free,0.0,Everyone,Shopping,"March 9, 2018",1.0,4.0 and up
5060,easyFocus,PHOTOGRAPHY,3.7,-0.15027116273209462,266000.0,500000.0,Free,0.0,Everyone,Photography,"November 28, 2012",1.2.0,2.2 and up
5061,AF Nutrition - Integratori,HEALTH_AND_FITNESS,4.5,-0.15230392148131283,19000000.0,100.0,Free,0.0,Everyone,Health & Fitness,"August 2, 2018",1.3,4.1 and up
5062,Open Camera,PHOTOGRAPHY,4.3,-0.08228887433235463,2000000.0,10000000.0,Free,0.0,Everyone,Photography,"April 23, 2018",1.43.3,4.0.3 and up
5063,Blur Image - DSLR focus effect,PHOTOGRAPHY,3.9,-0.12948845314827317,4099999.9999999995,5000000.0,Free,0.0,Everyone,Photography,"June 16, 2017",1.17,4.0 and up
5064,Tafsiir Quraan MP3 Af Soomaali Quraanka Kariimka,LIFESTYLE,5.0,-0.1523033218474635,3400000.0,1000.0,Free,0.0,Everyone,Lifestyle,"June 9, 2018",1.4,4.0 and up
5065,Camera Pro,PHOTOGRAPHY,4.1,-0.14782285772529283,13000000.0,1000000.0,Free,0.0,Everyone,Photography,"April 16, 2018",5.4,4.0 and up
5066,Rоhi.af,NEWS_AND_MAGAZINES,4.8,-0.15227993612733978,46000000.0,1000.0,Free,0.0,Everyone,News & Magazines,"May 1, 2017",1.0.1,4.1 and up
5067,HD Camera - silent shutter,PHOTOGRAPHY,4.0,-0.13639923326176584,3900000.0,1000000.0,Free,0.0,Everyone,Photography,"July 23, 2018",2.3.5,3.2 and up
5068,AF Our Time to Shine,BUSINESS,4.25,-0.1523075192844088,11000000.0,100.0,Free,0.0,Everyone,Business,"July 17, 2017",v2.7.10.6,4.1 and up
5070,Auto Dslr Photo Effect : Auto Focus Effect,PHOTOGRAPHY,3.8,-0.15230392148131283,3500000.0,1000.0,Free,0.0,Everyone,Photography,"February 20, 2018",1.6,4.0.3 and up
5072,AF Johannesburg,FAMILY,4.3,-0.15230572038286083,11000000.0,100.0,Free,0.0,Everyone,Education,"May 2, 2017",1.0.3,4.1 and up
5074,Gun Strike Shoot,GAME,4.1,-0.09548561608834132,17000000.0,10000000.0,Free,0.0,Teen,Action,"February 21, 2017",1.1.4,2.3 and up
5075,All Football - Latest News & Videos,SPORTS,4.6,-0.06077161328310773,17000000.0,10000000.0,Free,0.0,Everyone,Sports,"August 3, 2018",3.0.5,4.1 and up
5076,50000 Free eBooks & Free AudioBooks,BOOKS_AND_REFERENCE,4.1,-0.1209394733584194,11000000.0,5000000.0,Free,0.0,Teen,Books & Reference,"May 19, 2018",5.3.4,4.4 and up
5078,King of Avalon: Dragon Warfare,FAMILY,4.2,0.031571399879387375,64000000.0,10000000.0,Free,0.0,Everyone 10+,Strategy,"July 31, 2018",4.6.4,4.0.3 and up
5079,What's Up,LIFESTYLE,4.1,-0.13824430661614473,10000000.0,1000000.0,Free,0.0,Everyone,Lifestyle,"October 26, 2017",2.0,4.0 and up
5080,Afterlight,PHOTOGRAPHY,4.3,-0.12179035379061429,35000000.0,1000000.0,Free,0.0,Everyone,Photography,"November 20, 2014",1.0.6,4.0.3 and up
5081,Blurfoto : Auto blur photo background & DSLR focus,PHOTOGRAPHY,4.3,-0.1509793303081497,12000000.0,500000.0,Free,0.0,Everyone,Photography,"July 27, 2018",1.12,4.3 and up
5082,Blur,PHOTOGRAPHY,4.0,-0.14690301940042536,2400000.0,1000000.0,Free,0.0,Everyone,Photography,"June 18, 2018",4.0.2,4.4 and up
5084,Ag PhD Field Guide,BOOKS_AND_REFERENCE,4.1,-0.15223916102558555,6300000.0,10000.0,Free,0.0,Everyone,Books & Reference,"May 25, 2015",2.0,2.3 and up
5085,AG Drive 3D,GAME,3.8,-0.1522091793331192,22000000.0,10000.0,Free,0.0,Everyone,Adventure,"March 20, 2015",1.0.1,2.3.3 and up
5086,Apps for SportsBєtting.ag - Bitcoin Welcome here!,SPORTS,4.3,-0.1523075192844088,10000000.0,1000.0,Free,0.0,Everyone,Sports,"December 11, 2017",1.0,4.0 and up
5087,"AG Contacts, Lite edition",COMMUNICATION,4.5,-0.15219658702228334,3700000.0,5000.0,Free,0.0,Everyone,Communication,"May 18, 2018",8.05.18.14250,4.0.3 and up
5088,Ag Weather Tools,WEATHER,4.3,-0.1523075192844088,4600000.0,500.0,Free,0.0,Everyone,Weather,"January 9, 2018",1.0.1,5.0 and up
5089,Trimble Ag Mobile,PRODUCTIVITY,4.1,-0.15225655040721603,44000000.0,10000.0,Free,0.0,Everyone,Productivity,"August 2, 2018",2.7.8,4.1 and up
5090,Ag Tools,TOOLS,4.2,-0.15230632001671016,18000000.0,1000.0,Free,0.0,Everyone,Tools,"September 27, 2017",1.0,4.0.3 and up
5091,Ag PhD Deficiencies,BOOKS_AND_REFERENCE,3.9,-0.15229552660742227,9700000.0,10000.0,Free,0.0,Everyone,Books & Reference,"June 21, 2016",1.0,4.0.3 and up
5092,AG Screen Recorder,TOOLS,3.7,-0.1523033218474635,2700000.0,1000.0,Free,0.0,Everyone,Tools,"April 3, 2018",3.0,5.0 and up
5093,SOLEM AG,TOOLS,4.2,-0.15230691965055948,51000000.0,1000.0,Free,0.0,Everyone,Tools,"September 19, 2017",1.0.2,4.0 and up
5095,AG Subway Simulator Lite,FAMILY,4.4,-0.14826718640764408,56000000.0,100000.0,Free,0.0,Everyone,Simulation,"June 8, 2018",1.2.6,4.1 and up
5097,EZ Ag Mobile,FINANCE,3.4,-0.1522961262412716,24000000.0,5000.0,Free,0.0,Everyone,Finance,"August 12, 2017",9.0.00,3.0 and up
5099,BRL AG,TOOLS,4.2,-0.1523075192844088,52000000.0,100.0,Free,0.0,Everyone,Tools,"September 19, 2017",1.0.1,4.0 and up
5100,Oklahoma Ag Co-op Council,COMMUNICATION,4.3,-0.1523075192844088,4900000.0,10.0,Free,0.0,Everyone,Communication,"July 23, 2018",2.2.3,4.0.3 and up
5101,AG Fast Service Automotive,AUTO_AND_VEHICLES,4.3,-0.15230452111516218,1700000.0,100.0,Free,0.0,Everyone,Auto & Vehicles,"June 12, 2018",1.0.8,4.4 and up
5102,Ag PhD Soils,PRODUCTIVITY,2.3,-0.15230572038286083,16000000.0,1000.0,Free,0.0,Everyone,Productivity,"July 16, 2018",1.24.1,4.4 and up
5103,All States Ag Parts,SHOPPING,4.7,-0.15226674418265457,6500000.0,10000.0,Free,0.0,Everyone,Shopping,"January 25, 2018",5.26.0,5.0 and up
5104,VR AG Racing for Cardboard,GAME,3.4,-0.15229972404436756,27000000.0,1000.0,Free,0.0,Everyone,Racing,"September 29, 2016",1.1,4.1 and up
5105,Safe Ag Systems™,BUSINESS,4.7,-0.15230572038286083,36000000.0,100.0,Free,0.0,Everyone,Business,"July 22, 2018",2.0.3,4.0.3 and up
5106,Ag PhD Planting Population Calculator,BOOKS_AND_REFERENCE,4.5,-0.1523075192844088,5200000.0,1000.0,Free,0.0,Everyone,Books & Reference,"June 9, 2017",2.0,4.0.3 and up
5107,Ag Trucking Mobile App,PRODUCTIVITY,4.3,-0.1523075192844088,43000000.0,100.0,Free,0.0,Everyone,Productivity,"May 17, 2017",8.0,4.0.3 and up
5108,Lakeside AG Moultrie,LIFESTYLE,5.0,-0.15230572038286083,8600000.0,50.0,Free,0.0,Everyone,Lifestyle,"May 23, 2017",1.0,4.1 and up
5109,Ag Guardian,PRODUCTIVITY,4.3,-0.15230691965055948,2000000.0,100.0,Free,0.0,Everyone,Productivity,"December 28, 2015",1.0.0,4.0 and up
5110,Wind & Weather Meter for Ag,WEATHER,4.3,-0.15230572038286083,14000000.0,1000.0,Free,0.0,Everyone,Weather,"March 14, 2016",v1.0,4.3 and up
5111,Ag Across America,FAMILY,4.3,-0.1523075192844088,15000000.0,10.0,Free,0.0,Everyone,Educational;Education,"May 15, 2018",1.0.0,4.1 and up
5112,Border Ag & Energy,BUSINESS,4.25,-0.1523075192844088,12000000.0,50.0,Free,0.0,Everyone,Business,"April 30, 2018",2.1,4.3 and up
5113,Ag-Pro Companies,BUSINESS,4.25,-0.1523075192844088,45000000.0,50.0,Free,0.0,Everyone,Business,"March 6, 2018",2.3.0,4.4 and up
